entropy_only,information_gain,kl_divergence,confidence_drop,is_hallucinated
4.946304798126221,0.0903436467051506,5.601065723733469,0.017379136756062508,1
4.595339298248291,-0.52959805727005,6.354143711828416,0.09909680485725403,1
5.406103610992432,0.02620714344084263,5.597846242514524,-0.03832945600152016,1
4.59525728225708,-1.3566641807556152,6.120430992709266,0.09053817391395569,1
4.918596267700195,0.0879179984331131,7.346945062279701,0.07730732858181,1
4.518476486206055,-0.7837252020835876,5.32959429415003,0.06051500141620636,1
4.342384338378906,-0.17052844166755676,6.78835260681808,0.021748673170804977,1
4.477130889892578,-1.7448910474777222,5.954230955668858,0.21397793292999268,1
4.129439353942871,-0.6470711827278137,7.187947130203247,0.08678390830755234,1
4.1470112800598145,-0.31358054280281067,7.285979746580124,0.09701056778430939,1
5.181436538696289,-0.4794631004333496,6.571060256524519,0.03200236335396767,1
3.879426956176758,-0.4978089928627014,7.328485727310181,0.05831923335790634,1
5.3219194412231445,-0.13078665733337402,5.4700386971235275,-0.06238611042499542,1
5.072176456451416,-0.9230968356132507,4.761684522032738,0.03124944306910038,1
5.344329833984375,-0.3594002425670624,5.379965288298471,0.05246492475271225,1
4.99179744720459,-0.5627224445343018,5.769992385591779,0.010283874347805977,1
3.714186906814575,-0.9284238219261169,7.383735092247234,0.073830246925354,1
6.350316047668457,1.205418586730957,5.089046619832516,-0.14438632130622864,1
2.97054386138916,-1.290903925895691,8.825418023502126,0.17639712989330292,1
4.986238956451416,-0.9600251317024231,4.564947717719608,0.0931754857301712,1
3.8770337104797363,-0.587174117565155,7.434297828376293,0.02603110298514366,1
5.036856651306152,-0.5371989607810974,6.934305939409468,0.03544752299785614,1
5.007715702056885,-0.2643109858036041,5.906983196735382,-0.054416608065366745,1
4.764008522033691,-1.10323965549469,5.421027358373006,0.12375888228416443,1
3.8727619647979736,0.00892448890954256,8.419822193004869,-0.015066849067807198,1
4.950499534606934,0.07948729395866394,6.081788100302219,-0.052246205508708954,1
4.619356155395508,0.08209113031625748,7.090068092346192,-0.0071709672920405865,1
5.700664520263672,-0.6298404335975647,4.570898532867432,0.03962567821145058,1
5.066022872924805,0.08701173216104507,7.204376252492269,0.020800240337848663,1
5.7607011795043945,1.1149389743804932,6.382810372114181,-0.20260587334632874,1
5.94941520690918,0.7510327696800232,7.04634671486341,0.053597211837768555,1
5.77088737487793,1.1217565536499023,5.302727100524035,-0.17981533706188202,1
4.008888244628906,-1.4754524230957031,4.98605258085511,0.13285143673419952,1
3.7627291679382324,-1.0348718166351318,8.281848163831802,0.11200980097055435,1
5.170799732208252,0.708801805973053,6.801795095205307,-0.16985167562961578,1
4.317225933074951,-0.6112373471260071,7.381458016542288,0.013861582614481449,1
4.627519607543945,-0.11152256280183792,6.275519587776878,0.019987426698207855,1
4.4644365310668945,-0.014250053092837334,7.833288941118452,0.07894770056009293,1
4.887307643890381,-1.6126389503479004,6.596704536014133,0.09168445318937302,1
4.94571590423584,-2.1857333183288574,5.034208154678344,0.23330295085906982,1
5.3882222175598145,-1.3777639865875244,5.0397931933403015,0.013261090964078903,1
4.969183444976807,-0.9790741205215454,6.108456993103028,0.02482101321220398,1
3.9913511276245117,-0.5563219785690308,6.688934914767742,0.042018335312604904,1
4.9421892166137695,-0.3374633193016052,6.696984637724726,-0.001233016955666244,1
4.66135835647583,-0.4707430303096771,6.129225655396779,-0.039907559752464294,1
4.05141544342041,0.7588399052619934,8.556678986549377,-0.18811021745204926,1
4.9224934577941895,0.3451775908470154,7.587548014521599,-0.0439976342022419,1
4.100634574890137,-0.6783042550086975,7.430094546741909,0.054791927337646484,1
5.26791524887085,-1.1706292629241943,5.193909120559693,0.102403923869133,1
5.13758659362793,1.1803464889526367,6.563799869073065,-0.10737434029579163,1
4.932408809661865,-0.7127520442008972,5.262357114503781,0.07942358404397964,1
6.296936988830566,0.004726750310510397,5.195194976670401,0.06736761331558228,1
5.263181686401367,0.36830538511276245,6.208912327885628,-0.10845121741294861,1
4.034422874450684,-0.7289831042289734,6.715459471940994,0.042966391891241074,1
5.467311382293701,0.4418235123157501,5.42725651152432,-0.004547715187072754,1
5.31414794921875,0.1677100509405136,6.1530064818533985,0.04863826930522919,1
5.125490188598633,0.09101638197898865,7.014984956154456,-0.009043491445481777,1
4.572216987609863,0.17121072113513947,7.982327461242676,-0.06053130328655243,1
5.259463310241699,0.26836341619491577,5.668387788534164,-0.08804865181446075,1
4.433933734893799,-0.23123592138290405,8.081575194994608,-0.01940985955297947,1
4.412378311157227,-1.4810142517089844,5.33917236328125,0.16130417585372925,1
4.225440979003906,-0.92928147315979,6.790573855241139,0.13429301977157593,1
4.2457451820373535,0.8328288197517395,9.107431260550895,-0.12117516249418259,1
4.532485008239746,-1.247965931892395,5.830801864465077,0.217508926987648,1
4.863752365112305,0.1243850365281105,6.103170146544774,-0.16802656650543213,1
4.313806056976318,-1.0889033079147339,6.61086061000824,0.061593521386384964,1
4.403399467468262,0.015751298516988754,7.237723398208618,0.03559432178735733,1
4.919893741607666,-0.4716646671295166,4.96524719397227,0.014080951921641827,1
5.546322822570801,-0.2268688678741455,5.19983448432042,0.011214111931622028,1
4.281167507171631,-0.6805195808410645,6.282912125190099,0.05220748856663704,1
5.2505083084106445,-0.1334911584854126,6.425669628031113,0.013118529692292213,1
3.4811513423919678,-0.8282612562179565,8.809000250455496,0.13378074765205383,1
3.9633593559265137,-0.6003361344337463,8.151442873737086,0.05240628495812416,1
3.4175446033477783,-0.2963419258594513,7.0979279458522795,0.09681544452905655,1
5.768014430999756,-1.4219833612442017,3.58481764793396,0.04807247966527939,1
4.54274320602417,-1.1969126462936401,6.539012523797842,0.04512486234307289,1
4.6343207359313965,-0.9149147868156433,5.409034156799317,0.08442462980747223,1
4.068455219268799,0.2337460070848465,7.957927239184477,-0.056569453328847885,1
5.0945940017700195,-0.5307221412658691,6.1579107871422405,0.1201077401638031,1
4.8892292976379395,0.3370530605316162,6.786192868437086,-0.025287048891186714,1
6.022034168243408,0.9108018279075623,5.397753182798624,-0.10666056722402573,1
3.7078258991241455,-1.6380165815353394,7.833975213269393,0.14650937914848328,1
4.2016425132751465,-0.5058025121688843,7.137701686223348,0.004027817863970995,1
4.627920150756836,-0.39067715406417847,6.360556526825978,0.05988350138068199,1
5.113570213317871,-0.044834792613983154,5.842316824942827,-0.06227737292647362,1
5.239180088043213,0.5812773108482361,6.626402237585613,-0.13209567964076996,1
